, femr_1, femr_2, femr_3, femr_4, femr_5, femr_6, femr_7, femr_8, femr_9, femr_10, femr_11, femr_12, femr_13, femr_14, femr_15, femr_16, femr_17, femr_18, femr_19, femr_20, femr_21, femr_22, femr_23, femr_24, femr_25, femr_26, femr_27, femr_28, femr_29, femr_30, femr_31, femr_32, femr_33, femr_34, femr_35, femr_36, femr_37, femr_38, femr_39, femr_40, femr_41, femr_42, femr_43, femr_44, femr_45, femr_46, femr_47, femr_48, femr_49, femr_50, femr_51, femr_52, femr_53, femr_54, femr_55, femr_56, femr_57, femr_58, femr_59, femr_60, femr_61, femr_62, femr_63, femr_64, femr_65, femr_66, femr_67, femr_68, femr_69, femr_70, femr_71, femr_72, femr_73, femr_74, femr_75, femr_76, femr_77, femr_78, femr_79, femr_80, femr_81, femr_82, femr_83, femr_84, femr_85, femr_86, femr_87, femr_88, femr_89, femr_90, femr_91, femr_92, femr_93, femr_94, femr_95, femr_96, femr_97, femr_98, femr_99, femr_100, femr_101, femr_102, femr_103, femr_104, femr_105, femr_106, femr_107, femr_108, femr_109, femr_110, femr_111, femr_112, femr_113, femr_114, femr_115, femr_116, femr_117, femr_118, femr_119, femr_120, femr_121, femr_122, femr_123, femr_124, femr_125, femr_126, femr_127, femr_128, femr_129, femr_130, femr_131, femr_132, femr_133, femr_134, femr_135, femr_136, femr_137, femr_138, femr_139, femr_140, femr_141, femr_142, femr_143, femr_144, femr_145, femr_146, femr_147, femr_148, femr_149, femr_150, femr_151, femr_152, femr_153, femr_154, femr_155, femr_156, femr_157, femr_158, femr_159, femr_160, femr_161, femr_162, femr_163, femr_164, femr_165, femr_166, femr_167, femr_168, femr_169, femr_170, femr_171, femr_172, femr_173, femr_174, femr_175, femr_176, femr_177, femr_178, femr_179, femr_180, femr_181, femr_182, femr_183, femr_184, femr_185, femr_186, , overall
imedication, 0.10848432488176582, 0.0847946380971667, 0.11070258999593649, 0.11398480722503139, 0.11359883822187507, 0.11299942963275589, 0.11556438540798149, 0.1147824390527883, 0.1251982609175688, 0.12164079009706318, 0.13824460507003758, 0.1672725068169274, 0.1286559516081639, 0.13384277163161595, 0.20573217040395841, 0.15550428220056445, 0.17171791563076755, 0.1392524906394311, 0.13879660862202212, 0.13745680976346372, 0.13869264816304772, 0.1421629936751346, 0, 0.03831583576908921, 0.14508458033265956, 0.17002960727277616, 0, 0.1757493149497053, 0.04804067620547955, 0.18039879887485727, 0, 0.2292415661372878, 0.1873561031303103, 0.18989969361205483, 0, 0.2048796837881582, 0.2027186383085643, 0.20993987776862982, 0, 0.2231640601789428, 0.21643674175364946, 0.21242268087247979, 0.22502629033361446, 0.05103342450864225, 0, 0, 0, 0, 0, 0, 0.23701031066079628, 0, 0.2630344881670085, 0, 0, 0, 0.31640187720489477, 0.40749804347365154, 0.32256998015358473, 0.33809706480258467, 0, 0.07770498377484486, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.24319554387634135, 0.22041563113385146, 0.30042209072497245, 0, 0, 0, 0, 0.27650157257416996, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5701914899033803, 0.25971547567401665, 0, 0, 0, 0, 0, 0, 0, 0, 0.40484974641064647, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.375262716963607, 0, 0, 0, 0, 0, 0, 0, , 0.12590352388301843
imission, 0.07620036361849347, 0.05717809436918154, 0.09331019153662691, 0.0960767421505096, 0.09575141243949706, 0.0952461764711113, 0.12176019253058062, 0.09674905865752574, 0.1319105734868054, 0.1025298994634202, 0.11652510188301873, 0.11279396191523361, 0.10844291436474464, 0.11281483709818825, 0.11560649861545834, 0.16384140557859767, 0.11579155716855703, 0.11737463932862469, 0.11699038058306058, 0.11586107648893573, 0.11690275327154519, 0.11982787547910136, 0.11752165792164933, 0.12918425755462054, 0.12229045391213092, 0.17914548365696056, 0.14105021486487596, 0.14813747574460479, 0.16197217060402708, 0.1520564828393649, 0.14793206213134666, 0.15458048051242035, 0.15792073039381455, 0.16006469933845294, 0.22210697425185713, 0.17269119482153336, 0.17086966952905672, 0.17695638563186242, 0.2334812670298233, 0.18810292695187028, 0.18243253233133755, 0.17904911745662347, 0.18967258356445788, 0.2150780128922997, 0.23422812937950832, 0.21565303527115928, 0.30210661647925485, 0.21374362897264726, 0.2341598958493271, 0.2819186759093127, 0.19977380370889364, 0.2561388171635987, 0.22170934277601909, 0, 0.3598338683989547, 0.36106183037029116, 0.2666922225181972, 0.27478107233966514, 0.2718912595739789, 0.2849788959396393, 0.40097783219980365, 0, 0.3977836093311699, 0.4112275146140016, 0.39700213725234645, 0.4070512220964276, 0.4240404965056711, 0.43047183643972897, 0, 0.5166525324454512, 0.3802133729818371, 0, 0.5301880876477107, 0, 0.5340467297631025, 0, 0, 0, 0.5698668350256603, 0.5255478789466035, 0.5950441760537087, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.40643362505685987, 0, 0, 0, 0.5241425675572461, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2661030862180104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.8183284043803126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.20222845805044412
index, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2298619091985447, 0, 0, 0, 0.1379408368426901, 0, 0, 0, 0, 0, 0, 0, 0.08688429698954912, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.33495170057803714, 0, 0, 0, 0, 0.2032447496868427, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.20916764442185456, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4297023242404408, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5835301285172267, 0.4737895510532394, 0, 0.4296189469653053, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4233885348831261, 0, 0, 0, 0, 0, 0, 0.6208033220223248, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.011742297564219335
internet, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.33445687183867984, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.37386245508912586, 0, 0, 0.3345793061994379, 0, 0, 0, 0, 0, 0, 0.5967285747391531, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.003914099188073112
inventory, 0.07958008413064507, 0.05598198630870496, 0.060905490965803694, 0.06271127574285165, 0.06249892631511306, 0.06216914835408466, 0.06358031579652139, 0.06315011062540743, 0.06888060658318126, 0.06692338492353113, 0.0760583428578621, 0.14724590133820237, 0.07078293198610378, 0.07363657633255677, 0.07545875151534946, 0.08555413793893996, 0.07557954305856983, 0.07661285351062563, 0.07636203988382798, 0.07562491975611536, 0.07630484372613106, 0.07821413146043232, 0, 0, 0.07982150731118912, 0.0935455684465137, 0, 0.09669239278239448, 0, 0.09925040972860491, 0, 0.1008978751870125, 0.10307812533573205, 0.10447753818697864, 0, 0.11271911280932471, 0.11153016559554291, 0.11550309102315098, 0, 0.12277866896898784, 0.11907748517924248, 0.11686906034705707, 0.12380321628866453, 0.05615434608131982, 0, 0, 0, 0, 0, 0, 0.13039649149386046, 0, 0.1447142713042087, 0, 0, 0, 0.261113290227086, 0.17935528631283645, 0.1774690457811762, 0.18601161659049195, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.05936383768577553
ipassword, 0.03194141640142071, 0, 0, 0, 0, 0, 0, 0, 0.05529383792165637, 0, 0.06105575852462481, 0, 0.05682092773287081, 0.05911168787285701, 0, 0.06867849851191443, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.07509361134507953, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.14214791281844658, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3447512384652258, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.0058711487821096675
ipatient, 0.18258162557140986, 0.1556850930598176, 0.2540659322959019, 0.2615987242598322, 0.23464162191208252, 0.23340352647254772, 0.23870151536620351, 0.28977224588183625, 0.2298671630574517, 0.2512525015730832, 0.25382057979519446, 0.24569323131305373, 0.29526946290908307, 0.30717337830038305, 0.25181963398861607, 0.2855097820908555, 0.2837505796055342, 0.287629968495939, 0.2866883312605611, 0.31546770969185767, 0.28647359798432076, 0.2936416950555334, 0.1279956630379595, 0.14069768068447389, 0.2996763151503219, 0.3121786450795749, 0.19202647508292442, 0.2016751078484342, 0.17640778505679022, 0.12420627834330857, 0.1611163653740991, 0.1262679882530963, 0.3439905282423957, 0.13074773418225488, 0.19352163635182645, 0.2821231980500475, 0.2791473975677262, 0.2890911808296401, 0.19071754586938933, 0.30730113002622467, 0.29803748536730773, 0.29251004764374056, 0.3098654561566986, 0, 0, 0.23487290533361052, 0, 0.23279332502893307, 0.2550291721217537, 0, 0, 0.278966943731093, 0, 0, 0.2939277877611121, 0.3932411199198312, 0, 0, 0, 0, 0.43671459715241956, 0, 0.3249267691742406, 0.33590832951550204, 0.3242884291526421, 0.3324969540766208, 0.3463745244815247, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1670682736915054, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.23029961881358724, 0, 0, 0, 0, 0, 0.3307278337682469, 0.1979161439712183, 0.2156611645389814, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.14674019922324746, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4595927502235321, 0, 0, 0, 0, 0, 0.22317811754515487, 0, 0, 0, 0.3334742691776697, 0, 0.3045333179318181, 0, 0, , 0.23745535074310212
iphoto, 0.05252974546350027, 0.03284707360823491, 0.026801931435599495, 0.02759658096578821, 0.02750313496096355, 0.027358013623621117, 0.02797900874962011, 0.02778969364327098, 0.030311442623809845, 0.029450152124474306, 0.033470060877208774, 0.032398347745487804, 0.031148575601622222, 0.032404343823869405, 0.033206206078625414, 0.03764875880171033, 0.03325936132962257, 0.0337140775702853, 0.06720741019551076, 0.03327932969564514, 0.03357853548705749, 0.03441873229253609, 0.06751261284417436, 0.07421242109826084, 0.03512607044317033, 0.0411654494832879, 0.08102905214380704, 0.12765070146891289, 0.04652403922352175, 0.043675908925761404, 0.04249123189094382, 0.04440088881769841, 0.045360324725230064, 0.04597614715264087, 0.05103747659058276, 0.049602915682813595, 0.04907971028377628, 0.05082802678563795, 0.13412787622397873, 0.054029701021679574, 0.052400966525162594, 0.051429132130688344, 0.054480560978295296, 0, 0, 0.06194305005737501, 0, 0.06139460217775263, 0.06725886390509979, 0, 0, 0.07357197432093593, 0, 0, 0.10335679854702341, 0.10370951192183589, 0, 0, 0, 0, 0.11517477553988259, 0, 0.11425728366782337, 0.11811884071409424, 0.11403281771474212, 0.11691926429197225, 0.121799174625008, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.12764916531607778, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6977830238315568, 0, 0, 0, 0, 0, 0, 0.4130218123494332, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.04501214066284079
iprescription, 0.03484141250303623, 0.03267972548707593, 0.053330763786472314, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.06607405652384775, 0, 0, 0, 0, 0, 0, 0.06848675387942284, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.10750886478329146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.003914099188073112
irepository, 0.02864472496616034, 0.026867502816234394, 0.04384566959693834, 0.04514564832532722, 0.044992778646418416, 0.04475537253918054, 0.04577126750112703, 0, 0, 0.04817793235282149, 0.05475415957009306, 0, 0.050956408030727235, 0.053010737536616934, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0938720202723571, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.28106506254106783, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.7831759563001336, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.009132898105503927
iresearch, 0.0744698818575442, 0.04656633435756833, 0.07599262665188239, 0.07824572938859468, 0.07798077805947823, 0.07756930951907158, 0.0793300427287685, 0.07879326976406932, 0, 0.1252518547374378, 0, 0, 0.08831684694514125, 0.0918773786144289, 0, 0, 0.09430164517341358, 0.09559092097028143, 0.09527797732598604, 0.09435826230892291, 0.09520661288595181, 0.09758885769939957, 0, 0, 0.09959440286419259, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1406412019740525, 0.1391577360288154, 0.14411481024246064, 0, 0, 0, 0, 0, 0, 0.07630296538537883, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.21020769360336844, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.03000809377522719
irole, 0.02779573690884696, 0.013035594521504329, 0.021273073805883547, 0.02190379842907476, 0.02182962900728229, 0.02171444413982182, 0.022207336794972922, 0.022057074705107847, 0.024058622702192146, 0.02337500419489551, 0.02656566289034504, 0.025715028949854, 0.0247230670414045, 0.02571978812246304, 0.026356237587628055, 0.029882354807642512, 0.026398427665621123, 0.02675934240684398, 0.026671738207127673, 0.02641427684146137, 0.026651760729484768, 0.027318636872249363, 0.026792860046543847, 0.029451726550566413, 0.02788006121289121, 0.03267360216984924, 0.032156955009340314, 0.03377272517649126, 0.03692679098623557, 0.034666189500159365, 0.03372589450468991, 0.03524161634154261, 0.036003134253860904, 0.0364919212646443, 0.04050917035536532, 0.03937053897936404, 0.03895526341998498, 0.04034292706913332, 0.053229600582986696, 0.042884141402487044, 0.04159139169010725, 0.04082003292253399, 0.04324199535626831, 0.03922718722946529, 0.04271989759445258, 0.049165078971951465, 0.11019994697297374, 0.048729768097064655, 0.053384315954655794, 0.05141797868904102, 0.0455448949444415, 0.05839512139393813, 0.05054580999843786, 0.05134543067512213, 0.0820357595912, 0.08231571320845096, 0.06080111121471409, 0.0626452259509833, 0.061986399736641044, 0.06497014941892493, 0.09141585585065841, 0.059728461817846724, 0.09068762951527237, 0.09375260221130124, 0.09050946769890182, 0.09280048136042465, 0.09667373552981923, 0.1962799346380512, 0.07808439481974011, 0.0942301137632498, 0.08668192629581796, 0.10480916240735925, 0.12087350946121232, 0.094761383520065, 0.12175321163692801, 0.09871906936641354, 0.09871906936641354, 0.09871906936641354, 0.12991956228347878, 0.11981562392322571, 0.13565955086463324, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.14016966308026738, 0, 0, 0, 0, 0, 0, 0, 0.17391319137791691, 0.2243675861277819, 0, 0, 0, 0, 0, 0, 0.22887227544836927, 0, 0.5208982187921065, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.18090733760825017, 0, 0, 0, 0, 0, 0, 0.2720666703033333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.36052641807438207, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6687447228975371, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6932974589495157, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.061973237144490934
isearch, 0.03194141640142071, 0, 0.04889182185025, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.061577924855034626, 0.06768878728255626, 0, 0, 0.07390620320831774, 0, 0.08486869847182676, 0, 0.0775120906790432, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.13727368885355742, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5741419314412747, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.0058711487821096675
isession, 0.04898276989941567, 0, 0, 0, 0, 0, 0, 0, 0.08479415269924005, 0, 0, 0, 0, 0, 0, 0.10531978442561607, 0, 0, 0, 0, 0, 0, 0.04721545979913889, 0.05190102171055373, 0, 0.11515748203541078, 0.056668284530605, 0, 0.06507388208250338, 0, 0, 0, 0, 0, 0.07138689565382715, 0, 0, 0, 0, 0, 0, 0, 0, 0.06912773322626409, 0.07528272845788982, 0, 0.09709939806968945, 0, 0, 0.09061083816837842, 0, 0, 0, 0.09048299112895283, 0, 0, 0, 0, 0, 0, 0, 0.1052559070933797, 0, 0, 0, 0, 0, 0, 0.1376034733935434, 0, 0, 0.18469893791217104, 0, 0.16699233625413434, 0, 0.17396673005350013, 0.17396673005350013, 0.17396673005350013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.30647684800276537, 0, 0, 0, 0, 0, 0, 0, 0.4033279650547753, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.31661342106280105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.018265796211007854
isystem, 0.024172495391638307, 0.022672746510133828, 0.03700015439238326, 0.03809717067926787, 0.03796816816263314, 0.037767827679701854, 0.0386251134911401, 0.03836376336491658, 0.041845046116608164, 0.040656031752897816, 0, 0, 0.04300071094249726, 0.04473430309856402, 0, 0, 0.045914657574026844, 0.04654239483802484, 0.04639002527711879, 0.04594222396891798, 0.04635527854686707, 0.04751517299691419, 0, 0, 0.04849165563750208, 0, 0, 0, 0, 0.060294735749319164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.13581181028794911, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.23718307426762486, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3604059744273242, 0, 0, 0, 0, 0, 0, 0, 0.28148107460808147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.44542052198329657, 0, 0, 0, 0, 0, 0, , 0.0163087466169713
itab, 0.09856151149110363, 0.07395711959358382, 0.12069225235484726, 0.12427065273474704, 0.12384985437463819, 0.15399544488628256, 0.12599277006441223, 0.12514026185451044, 0.1364959943720005, 0.1326175018631149, 0.15071962419688303, 0.14589357380359438, 0.14026570271766456, 0.14592057485039991, 0.14953145497810197, 0.1695367928636432, 0.14977081933073264, 0.1518184600912421, 0.1513214398544872, 0.14986073923359117, 0.1512080981345697, 0.15499160325688593, 0.1900107769775626, 0.20886704276745216, 0.15817683021643134, 0.18537286498459285, 0.1824416802369842, 0, 0.20950322539344648, 0, 0.23917877404529186, 0, 0.20426288201616802, 0, 0.2298277651752915, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2789368462909964, 0, 0.2764671209262436, 0.3028745818203403, 0, 0, 0.331303261196785, 0, 0.07282675429110104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.13537757802652345, 0, 0, 0.46132587127524743, 0, 0.43191184399548077, 0, 0, 0.48874978173866984, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.21241761808208895, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.21241761808208895, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.32641447574463633, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.32641447574463633, 0, , 0.10633302794265287
