, femr_1, femr_2, femr_3, femr_4, femr_5, femr_6, femr_7, femr_8, femr_9, femr_10, femr_11, femr_12, femr_13, femr_14, femr_15, femr_16, femr_17, femr_18, femr_19, femr_20, femr_21, femr_22, femr_23, femr_24, femr_25, femr_26, femr_27, femr_28, femr_29, femr_30, femr_31, femr_32, femr_33, femr_34, femr_35, femr_36, femr_37, femr_38, femr_39, femr_40, femr_41, femr_42, femr_43, femr_44, femr_45, femr_46, femr_47, femr_48, femr_49, femr_50, femr_51, femr_52, femr_53, femr_54, femr_55, femr_56, femr_57, femr_58, femr_59, femr_60, femr_61, femr_62, femr_63, femr_64, femr_65, femr_66, femr_67, femr_68, femr_69, femr_70, femr_71, femr_72, femr_73, femr_74, femr_75, femr_76, femr_77, femr_78, femr_79, femr_80, femr_81, femr_82, femr_83, femr_84, femr_85, femr_86, femr_87, femr_88, femr_89, femr_90, femr_91, femr_92, femr_93, femr_94, femr_95, femr_96, femr_97, femr_98, femr_99, femr_100, femr_101, femr_102, femr_103, femr_104, femr_105, femr_106, femr_107, femr_108, femr_109, femr_110, femr_111, femr_112, femr_113, femr_114, femr_115, femr_116, femr_117, femr_118, femr_119, femr_120, femr_121, femr_122, femr_123, femr_124, femr_125, femr_126, femr_127, femr_128, femr_129, femr_130, femr_131, femr_132, femr_133, femr_134, femr_135, femr_136, femr_137, femr_138, femr_139, femr_140, femr_141, femr_142, femr_143, femr_144, femr_145, femr_146, femr_147, femr_148, femr_149, femr_150, femr_151, femr_152, femr_153, femr_154, femr_155, femr_156, femr_157, femr_158, femr_159, femr_160, femr_161, femr_162, femr_163, femr_164, femr_165, femr_166, femr_167, femr_168, femr_169, femr_170, femr_171, femr_172, femr_173, femr_174, femr_175, femr_176, femr_177, femr_178, femr_179, femr_180, femr_181, femr_182, femr_183, femr_184, femr_185, femr_186, , overall
form, 0.039424604596441454, 0.055467839695187864, 0.06034612617742363, 0.06213532636737352, 0.061924927187319095, 0.06159817795451303, 0.06299638503220611, 0.06257013092725522, 0.06824799718600025, 0.06630875093155746, 0.07535981209844152, 0.07294678690179719, 0.07013285135883228, 0.07296028742519996, 0.07476572748905098, 0.0847683964318216, 0.07488540966536632, 0.07590923004562106, 0.0756607199272436, 0.07493036961679558, 0.07560404906728485, 0.07749580162844297, 0, 0, 0.07908841510821567, 0.09268643249229643, 0, 0.09580435594090422, 0, 0.09833887969158991, 0, 0.0999712145902911, 0.10213144100808401, 0.10351800145044299, 0, 0.11168388426616467, 0.11050585651458711, 0.11444229402368696, 0, 0.1216510520153049, 0.1179838604297841, 0.11579571808887033, 0.12266618974504857, 0, 0, 0, 0, 0, 0, 0, 0.12919891136252357, 0, 0.14338519462392868, 0, 0, 0, 0.17247679214443978, 0.17770806156869057, 0.1758391445413498, 0.18430325915177112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6753051867253853, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6991602016623459, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.058711487821096676
generic, 0.11313392230217156, 0.14148624710279106, 0.1731708921390152, 0.17830522987923675, 0.17770146264472997, 0.17676381412054126, 0.1807761473451681, 0.17955295692172246, 0.13056421135912846, 0.19028140301303093, 0.1441697169220882, 0.13955339490855076, 0.2012551460611492, 0.20936883383357321, 0.14303318263970805, 0.162169137332122, 0.21489321720204516, 0.21783120013267354, 0.21711806870848785, 0.2150222355068265, 0.21695544446068626, 0.22238406928672486, 0, 0, 0.22695427643331115, 0.1773170123815762, 0, 0.18328186458135795, 0, 0.18813062364131083, 0, 0.19125341885157995, 0.19538611534416134, 0.19803872315864382, 0, 0.21366075008758156, 0.21140708301036742, 0.21893782208157261, 0, 0.23272878798331606, 0.2257131392169289, 0.22152703719397418, 0.23467083262300942, 0, 0, 0, 0, 0, 0, 0, 0.3707527253407693, 0, 0.41146207131090673, 0, 0, 0, 0.32996274282918453, 0.33997060525660433, 0.33639520835366854, 0.35258777801913604, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6340470338716394, 0, 0.6265961374046898, 0, 0, 0, 0, 0.5767046522551069, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5946296830108315, 0.8125403502561059, 0, 0, 0, 0, 0, 0, 0, 0, 0.8444029089805295, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.7826926721465618, 0, 0, 0, 0, 0, 0, 0, , 0.15134516860549366
get, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.04785532709170653, 0.05260438807370481, 0, 0, 0.05743625718090443, 0, 0.06595576799279915, 0, 0, 0, 0, 0, 0.0723543359761526, 0, 0, 0, 0, 0, 0, 0, 0, 0.2101936716527389, 0, 0, 0.09841529606617434, 0, 0, 0.18367760547279552, 0, 0, 0, 0.18341844620947606, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.13946828551954615, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.15584297522645968, 0, 0, 0, 0, 0, 0, 0.18569940118594744, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.35784172071469106, 0.37426376416928053, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.48594437008590247, 0, 0, 0, 0.33935489411277037, 0, 0.37727656017360206, 0, 0, 0, 0, 0, 0, 0.43154471872572164, 0.39797515056155125, 0.3525838081543034, 0, 0, 0, 0, 0, 0.4530470586034754, 0, 0, 0, 0, 0, 0, 0, 0, 0.3990071848646416, 0, 0, 0, 0, 0, 0, 0, 0.4280464917873771, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.017613446346329
graph, 0.036094756417873214, 0, 0, 0, 0, 0, 0, 0, 0, 0.06070823633482992, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.11094969728091429, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.30565627238233084, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4713185227018966, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.0032617493233942597
gson, 0.07878289570626718, 0, 0, 0, 0, 0, 0, 0, 0, 0.13250596835472803, 0, 0.14577087489953713, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.003914099188073112
handler, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.48050862625297913, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.0006523498646788519
helper, 0.09582424920426214, 0, 0.04889182185025, 0, 0, 0, 0, 0, 0.05529383792165637, 0, 0, 0, 0, 0, 0, 0.06867849851191443, 0, 0, 0, 0, 0, 0, 0, 0.06768878728255626, 0, 0.07509361134507953, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.21309965692765506, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.41577862242452923, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.8258480393176717, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.007828198376146223
history, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.08680517530390555, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.0006523498646788519
home, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5634547800793346, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.0006523498646788519
ichief, 0.01793421880499851, 0.016821515124320292, 0.027451401021727703, 0.028265306653019753, 0.028169596246533424, 0.028020958300877568, 0.028657001500872244, 0.02846309887425191, 0.031045955363801652, 0.030163793906509827, 0.03428111386560399, 0.033183430774002355, 0.03190337390983662, 0.03318957215051496, 0.03401086528651098, 0.03856107080638584, 0.0340653086058307, 0.034531043618380775, 0.0344179965787501, 0.03408576084916068, 0.03439221705317791, 0.03525277367014366, 0.034574295767886704, 0.03800537541961883, 0.03597725217564557, 0.04216297861669883, 0.04149628190331907, 0.04358131931832288, 0.04765141873988672, 0.044734271997913376, 0.0435208876400677, 0.04547681974280526, 0.04645950488680625, 0.04709025004238014, 0.05227422659413983, 0.05080490312900485, 0.05026901931554843, 0.052059701361013316, 0.06868904443070296, 0.055338959186356916, 0.053670756880517784, 0.0526753728070407, 0.055800744468639134, 0, 0, 0.06344406602635277, 0, 0.06288232805163979, 0.06888869370333132, 0, 0, 0.0753547846317401, 0, 0, 0.10586136047895607, 0.10622262087248291, 0, 0, 0, 0, 0.11796571297594143, 0, 0.11702598826339254, 0.12098111930684637, 0.11679608300792378, 0.11975247451686151, 0.12475063578087793, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.035879242557336856
iconcept, 0.08895154944440488, 0.06674613934759141, 0.10892449487108179, 0.08411549506488454, 0.0838306678622899, 0.0833883321559149, 0.08528115041920056, 0.08470411031725607, 0.09239050321463564, 0.089765254933477, 0.10201809941704235, 0.09875147444078154, 0.12658949119069385, 0.1316930009736399, 0.1012138593180388, 0.11475493971917265, 0.101375878673207, 0.10276187216801008, 0.10242545240717449, 0.10143674306056381, 0.10234873441565709, 0.10490968826470025, 0, 0, 0.10706568355964782, 0.12547395516669063, 0, 0.1296948338485441, 0, 0.13312593709538537, 0, 0.1804476068419091, 0.1382601045867521, 0.1401371562555054, 0, 0.15119169343818822, 0.1495969422182743, 0.15492588163531706, 0, 0.16468471421443237, 0.15972026558677, 0.15675807504173017, 0.16605895359947356, 0.05021373019682183, 0, 0, 0, 0, 0, 0, 0.17490260414579978, 0, 0.1294048258415481, 0, 0, 0, 0.15565992923955194, 0.1603811385007375, 0.15869444495424093, 0.16633328995450214, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.11964467937290738, 0, 0.14779836895204118, 0, 0, 0, 0, 0.13603021449094707, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3160957042227054, 0, 0, 0, 0.16095330608126573, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.20721086539116165, 0.19666095750375376, 0, 0, 0, 0, 0, 0, 0, 0.2805165625293635, 0, 0.20315382004698038, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.315495279581532, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.32226348904302915, 0, 0.3047237000303957, 0, 0, 0.2466787196886699, , 0.09263368078439697
iconfigure, 0.03757714763409995, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.21112509746966385, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.36871093586586345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5602660498986789, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.0026093994587154078
idata, 0.027162333749933598, 0.025477084502782812, 0, 0.04280931894505259, 0.04266436041451437, 0.04243924029460797, 0.04340256174537649, 0.04310888584476897, 0.04702076016503646, 0, 0.051920580776982965, 0.05025808101549725, 0, 0, 0.051511274847319405, 0.0584028045150172, 0.05159373216680991, 0, 0.052127896968421135, 0, 0, 0.053392211528747055, 0, 0, 0, 0.06385808657352235, 0, 0, 0, 0, 0, 0, 0.07036540544717679, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.011089947699540484
iencounter, 0.05623997077555021, 0.026375319975704057, 0.043042465579252856, 0.08863726027947989, 0, 0, 0, 0, 0.048678552474016895, 0, 0, 0, 0, 0, 0, 0.060461889051465774, 0, 0, 0, 0, 0.05392532853000579, 0, 0.05421081912497998, 0.059590585632797365, 0, 0, 0.0650641577119102, 0, 0.07471511378565891, 0, 0.06823864132630156, 0, 0, 0, 0.08196345232359725, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.09947721888532113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1896925282386438, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.011089947699540484
ifeedback, 0.03939144785313359, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.07529643325238702, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.723573675703011, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.001957049594036556
iinventory, 0.033755716620454346, 0, 0.05166891983416772, 0, 0, 0, 0, 0, 0, 0, 0, 0.062457723856335016, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.08968931432340453, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.09527661168169149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.14507095371572198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5343563470217738, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.004566449052751964
iitem, 0.028119985387775104, 0, 0.043042465579252856, 0.044318630139739947, 0.04416856086373092, 0.0439355037729617, 0.04493278866640011, 0.044628758750935076, 0.048678552474016895, 0, 0.053751124119705916, 0.052030010262901466, 0, 0, 0.05332738745306927, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.06833339526724382, 0, 0.07014116915778232, 0, 0.0713054480128092, 0, 0.07383522848117251, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.00978524797018278
ilogin, 0.028119985387775104, 0.026375319975704057, 0, 0.044318630139739947, 0, 0, 0.04493278866640011, 0, 0.048678552474016895, 0, 0.053751124119705916, 0.052030010262901466, 0.0500229431747142, 0.05203963964345453, 0, 0.060461889051465774, 0, 0.054143001852015864, 0, 0, 0, 0, 0, 0, 0, 0.066109505827831, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.19856961922023067, 0, 0, 0.17538621183644762, 0, 0.24456709537616528, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.00978524797018278
